1.160142555054050263e+03,-2.939174869271028001e+02,4.858043535699145821e+01,8.797309531146069617e+00,-3.197869392611070793e+01,-1.274440645941563588e+00,-8.909815395562881157e-01,-2.125664521530992168e-01,-7.339876428126159702e-01,-4.005487713448708798e-01
1.269122414745582773e+03,1.563033142301442524e+01,-3.539252917548009236e+01,-1.787189501786531309e+01,4.288568029772967805e+00,2.250139321982764784e-01,5.108533952201188555e-02,2.127128016075060524e-01,4.835281134327036323e-01,8.671532505540024971e-02
9.957938628001261350e+02,3.915687378352909320e+01,-1.707377484949383017e+00,-4.193208099783504395e+00,4.676164495279131472e-01,2.657525287122997071e+00,7.560823960663209942e-01,-1.354836071901389660e-01,1.733494301612645838e-01,3.097401890374531508e-01
-4.071808086574590106e+02,-6.738028936382454503e+01,8.673330653465342266e+00,1.178163101666135049e+01,-7.078797842561101561e+00,-1.296614415964032929e+00,1.264437344226687854e+00,-4.802837240150648057e-02,3.353192181854638410e-01,9.365346890972578997e-01
9.303411536986295687e+02,1.893408835125578662e+02,1.377825957322055928e+00,-8.473836446991057869e+00,-7.628204785510060759e+00,-1.021803660986257967e+00,3.432268636675361861e-01,3.073877664908820639e-01,-4.125131812356896965e-02,5.853468971615194416e-02
-2.115912812210709717e+02,-7.987732857301476486e+01,-1.477492731819395999e+00,2.924079683090951676e+00,-7.605411915955979651e+00,-7.451915518671228256e-01,-1.176661944389409520e+00,-3.366732945562376234e-01,-1.467351376349264047e-01,3.291272119887562742e-01
8.212108729262790803e+02,-4.714952922732603469e+01,-3.225325243009154974e+01,-2.931409647944462904e-01,-3.150303964085626518e+00,-1.504726723369376629e+00,4.240368884469223332e-01,-4.222820098879269679e-01,1.851376816428143002e-01,-9.720009900671799929e-02
-2.508996759081378514e+01,-7.418607403844849557e+01,1.178972796223476394e+01,7.114350953725704585e+00,-2.961051290705412953e+00,1.576987833790852278e+00,-1.434522186845885727e-01,2.504610249610919048e-01,4.031726298613207415e-01,1.355747021183719703e-01
-1.912928494605075684e+02,-4.212640903128281877e+01,-6.290233286982285676e+00,1.054763128852938792e+01,-1.672983594733764789e+00,3.265054475250330768e-01,-4.697666892946896766e-01,-1.167987178366417522e-01,-5.099280372321342014e-01,2.163198282989761134e-01
-2.382928399149869847e+02,-6.538663310214013791e+01,-3.634959174736849263e+00,1.258233871116408409e+01,8.879091956307666678e+00,2.080164919686058767e+00,-4.886100925500949543e+00,6.685966889556380632e-01,-5.791091323876427222e-01,8.985943821215252036e-01
3.046878172868875936e+02,-1.772505438987192861e+01,-1.707497819152550278e+01,4.588317918919472049e+00,5.431578874985110161e+00,-1.793120108620982478e-02,-1.242770706843284501e+00,-2.649284474417148427e-01,5.263590254703298665e-01,-2.005282316573412382e-01
4.243611139580079907e+02,-1.092202319158179904e+02,-9.910433977871377920e+00,4.274500633621570955e+00,-7.256961722398060033e+00,-1.105578018727811695e+00,-1.037425882578087766e+00,-2.005002333191723274e-01,2.638446352529772998e-01,6.078386676641800435e-02
6.345144885038780558e+02,1.672046033958848170e+02,3.737514953081751656e+01,1.994523830252717289e+01,-7.317216197786954979e+00,1.473841233222689340e+00,1.254965879541247054e+00,3.868835677406710971e+00,-2.318607245491395297e-01,-3.715136986493140503e-01
6.304268162656921959e+01,1.116776290334010042e+02,-8.523933419638282771e+00,4.613574753140724738e+00,2.853892354809975274e+00,1.916948770154281334e+00,1.836848717916288232e+00,-3.276699883948630543e-02,-1.149853692939080130e-01,-1.051174090235525993e-01
-1.964412137879741067e+02,2.965796273159132568e+01,-1.208695835286817299e+01,1.404000376730998312e+01,-1.712743814613634896e+00,3.811304661736798494e-01,-8.504633201730023018e-01,-2.463067945806354242e-01,-1.286097877797585554e+00,1.225934887672033291e-01
5.600467025548982747e+01,-2.914828215342402018e+01,-1.261615872532689764e+01,1.871643649395785758e+01,1.384330828203410135e+00,-2.093968840851500701e+00,1.208427584908991825e+00,-7.614933958024197036e-01,-4.793436987358885570e-01,9.392886791389021273e-02
2.358581218420999903e+02,-1.084256618098116434e+02,-7.827740569418494943e+00,4.377141806399009738e+00,-7.278240189973921304e-01,-1.286671124081490092e+00,-1.311786303714613133e+00,-5.539203648441315408e-02,7.332259194799981561e-01,2.480411349530253773e-04
4.473927708847033955e+02,-1.021515275419890116e+02,-1.151635568200730830e+01,7.977631287089025136e+00,-3.951938660143628823e+00,2.081734946658112761e+00,-1.892797369105606364e+00,5.154912659253816365e-01,2.775666431675392065e-01,2.301352480914093945e-01
1.615093443196430144e+03,-2.703333328024189086e+02,-1.554279850550769737e+01,-4.883039011334560087e+00,-1.061130848752050326e+00,-1.531785058118927623e+00,1.312335285599800505e+00,1.916781208256642666e-01,-3.099736883164396772e-01,-3.731023813569888103e-01
